Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
43,female,102316,bachelor,9,swimming,2958,suburban,26,276,winter,0,1,0
22,male,22958,master,9,swimming,2912,rural,155,77,fall,1,0,0
43,female,30559,doctorate,7,hiking,1576,rural,216,189,fall,1,1,0
53,female,80561,doctorate,3,hiking,3760,urban,231,185,winter,0,1,0
49,non-binary,27253,bachelor,3,skiing,2372,urban,1,241,winter,1,0,1
66,male,28810,master,4,hiking,4635,rural,86,198,spring,0,1,1
41,male,65787,doctorate,2,swimming,1677,urban,110,20,summer,1,1,0
60,non-binary,111226,bachelor,5,sunbathing,4919,suburban,176,152,fall,0,1,0
36,female,56985,doctorate,7,hiking,4066,suburban,177,166,winter,0,0,0
32,female,75122,high school,3,swimming,2423,rural,196,133,fall,0,1,0
59,male,80011,bachelor,3,hiking,4918,suburban,39,88,summer,1,0,1
44,non-binary,61537,master,3,hiking,4183,rural,74,95,spring,0,1,1
30,non-binary,24931,high school,6,swimming,1172,urban,249,180,fall,1,0,0
36,female,96891,high school,7,sunbathing,3577,rural,172,1,summer,1,1,0
42,female,96605,high school,5,hiking,2952,suburban,111,162,summer,0,1,1
42,female,72023,bachelor,5,skiing,2856,rural,76,69,fall,0,0,0
23,non-binary,101291,bachelor,8,hiking,834,rural,85,224,fall,0,1,1
40,non-binary,58736,doctorate,4,sunbathing,2527,rural,168,179,spring,0,0,0
53,male,116101,master,8,skiing,3795,urban,164,40,fall,1,1,0
32,male,57319,high school,2,swimming,770,rural,265,293,winter,1,0,0
43,male,72346,master,2,hiking,3719,urban,257,147,spring,0,1,0
67,male,46580,high school,5,hiking,4304,rural,101,270,spring,1,1,1
50,non-binary,110092,doctorate,5,swimming,4549,rural,198,38,winter,1,0,0
42,female,67041,master,1,skiing,4155,suburban,179,78,fall,0,0,0
28,female,76910,master,0,skiing,4245,urban,145,132,fall,1,1,0
40,non-binary,118294,doctorate,2,hiking,2635,urban,70,32,fall,0,0,0
62,non-binary,81611,bachelor,2,sunbathing,671,rural,181,161,summer,1,1,0
36,non-binary,72153,bachelor,3,skiing,4183,suburban,128,24,spring,0,0,0
22,female,24927,bachelor,4,sunbathing,4152,rural,11,186,summer,0,0,0
35,female,22969,master,2,skiing,638,suburban,51,110,summer,1,0,1
37,male,68914,doctorate,9,swimming,3965,urban,110,100,summer,1,1,0
39,female,101110,high school,0,skiing,3868,rural,45,39,summer,0,1,0
46,non-binary,112163,doctorate,2,swimming,3263,rural,49,258,fall,1,0,0
32,non-binary,100984,master,1,swimming,3446,suburban,17,61,winter,1,1,0
39,female,42072,bachelor,5,swimming,4346,rural,119,263,summer,1,0,0
37,non-binary,51214,high school,8,sunbathing,4426,rural,114,104,spring,0,1,0
48,female,30117,high school,7,swimming,1454,rural,86,90,spring,1,0,0
65,non-binary,108336,bachelor,6,skiing,2635,urban,232,238,winter,0,0,1
67,female,101138,high school,2,skiing,4937,rural,116,284,winter,1,0,1
59,non-binary,118117,high school,6,swimming,3460,suburban,255,162,winter,0,0,0
45,non-binary,103595,doctorate,6,skiing,918,suburban,298,123,summer,1,1,0
68,male,76752,high school,7,skiing,4014,suburban,247,199,spring,1,0,0
24,female,100197,high school,7,hiking,3656,rural,4,213,fall,1,0,1
27,female,68782,bachelor,0,swimming,1005,rural,241,77,spring,1,0,0
39,female,53250,bachelor,2,sunbathing,2110,urban,267,288,summer,1,0,0
42,male,110080,master,9,skiing,2335,urban,213,80,summer,1,0,0
69,female,61647,high school,4,sunbathing,4102,urban,37,4,fall,1,0,0
58,male,43577,master,8,skiing,501,rural,219,108,summer,0,1,0
25,non-binary,71244,high school,1,swimming,3487,suburban,278,104,fall,0,0,0
32,female,48298,master,0,skiing,1128,urban,75,97,winter,0,0,1
32,non-binary,101733,master,4,hiking,866,urban,271,57,fall,1,0,0
50,non-binary,91232,master,4,sunbathing,691,suburban,152,225,spring,0,1,0
43,male,29273,doctorate,0,swimming,4460,rural,157,186,fall,1,1,0
41,non-binary,101864,doctorate,0,hiking,1095,suburban,96,93,summer,1,0,0
40,female,22265,master,8,hiking,3009,urban,280,264,winter,1,0,0
48,female,110258,master,4,swimming,1993,suburban,92,118,spring,1,0,0
51,male,74190,bachelor,9,hiking,3042,urban,91,137,spring,1,0,1
18,female,90713,doctorate,7,skiing,948,rural,11,221,summer,0,0,1
65,non-binary,37483,master,4,skiing,1700,rural,214,268,fall,1,1,1
55,male,55314,high school,9,hiking,2589,urban,105,291,winter,0,0,1
49,female,78820,bachelor,3,skiing,4612,urban,44,151,spring,1,1,1
57,non-binary,117509,bachelor,9,sunbathing,810,rural,56,102,fall,1,0,0
48,female,87836,bachelor,0,hiking,4387,rural,98,284,fall,1,1,1
42,female,86794,master,6,hiking,4411,rural,232,250,spring,0,0,1
48,female,106693,master,2,swimming,4838,urban,184,35,winter,0,1,0
68,male,105550,high school,9,swimming,2331,urban,159,204,winter,1,0,0
39,female,83017,doctorate,4,hiking,3570,urban,150,275,spring,0,1,1
53,female,98308,master,7,sunbathing,4103,suburban,2,143,spring,1,0,0
46,male,119318,master,3,hiking,1065,urban,4,261,fall,0,0,1
53,female,118417,high school,6,hiking,4141,urban,181,47,spring,1,1,0
61,non-binary,112055,high school,1,sunbathing,4081,rural,288,145,winter,1,0,0
52,male,22507,high school,9,hiking,3526,suburban,247,222,spring,1,1,0
66,female,49197,bachelor,5,skiing,3229,rural,5,71,spring,1,0,1
47,male,51061,master,8,swimming,2588,urban,60,166,winter,0,1,0
43,female,58019,high school,7,sunbathing,3035,suburban,216,153,winter,1,1,0
27,female,24982,master,0,swimming,1977,urban,212,219,spring,1,0,0
35,male,66560,high school,6,swimming,2469,rural,143,287,summer,1,1,0
40,male,60334,high school,1,skiing,4541,urban,5,272,summer,1,1,1
30,female,47912,master,3,skiing,4590,suburban,124,122,summer,0,1,0
31,female,64501,high school,2,sunbathing,3054,urban,28,14,summer,0,0,0
32,male,50981,doctorate,2,skiing,1453,rural,75,148,spring,0,0,1
64,male,85851,master,4,skiing,2772,rural,286,93,winter,0,0,0
25,female,118063,high school,6,hiking,2671,urban,11,89,summer,1,0,1
63,male,82995,bachelor,8,hiking,1130,urban,67,222,fall,0,1,1
19,male,95253,bachelor,9,hiking,1112,suburban,45,0,summer,0,0,0
44,non-binary,43837,doctorate,3,hiking,2292,suburban,173,260,summer,0,1,1
38,female,34116,bachelor,3,hiking,1473,suburban,199,18,spring,0,1,0
31,male,26434,master,8,skiing,2422,rural,223,115,summer,0,0,0
42,male,109557,doctorate,8,swimming,4471,urban,63,121,fall,0,1,0
38,male,40405,high school,4,sunbathing,3753,rural,13,56,winter,0,1,0
60,female,99560,bachelor,2,hiking,1602,suburban,112,218,summer,0,0,1
37,male,118823,master,8,skiing,2674,urban,57,8,spring,0,1,0
67,male,33091,bachelor,0,hiking,3139,rural,106,191,summer,0,0,1
31,male,53381,doctorate,3,skiing,3251,urban,138,114,fall,1,1,0
33,female,53370,master,5,swimming,2875,suburban,31,125,fall,1,1,0
26,non-binary,110474,high school,4,hiking,1551,rural,120,292,spring,0,1,1
69,female,80444,bachelor,1,sunbathing,1197,suburban,24,139,fall,0,1,0
62,male,82132,master,5,skiing,1564,rural,150,163,summer,1,0,1
56,female,63995,high school,9,sunbathing,2452,rural,58,293,summer,0,1,0
34,female,116798,bachelor,0,hiking,4018,urban,94,23,summer,0,0,0
25,male,108268,bachelor,1,swimming,1873,suburban,264,97,spring,1,1,0
47,male,114090,doctorate,5,skiing,1973,urban,166,74,summer,1,1,0
32,non-binary,39416,bachelor,2,skiing,1349,rural,191,174,fall,1,0,0
37,female,103872,master,9,swimming,748,suburban,44,186,winter,0,1,0
42,non-binary,94850,master,7,skiing,2893,suburban,217,248,summer,1,0,1
40,female,90284,master,5,hiking,2923,suburban,261,57,spring,1,1,0
21,male,41525,bachelor,7,sunbathing,3854,rural,101,68,spring,0,0,0
24,female,66962,master,1,sunbathing,4438,rural,126,164,summer,1,0,0
22,non-binary,99224,bachelor,1,skiing,975,urban,131,295,spring,0,1,1
36,female,106993,doctorate,8,swimming,1315,rural,157,75,fall,1,1,0
28,non-binary,21350,high school,5,sunbathing,760,urban,248,172,winter,0,0,0
56,male,89090,master,8,sunbathing,595,rural,279,291,spring,0,1,0
60,male,104807,high school,2,sunbathing,4346,suburban,52,225,spring,1,0,0
34,female,92449,doctorate,5,hiking,558,urban,248,99,fall,0,1,0
38,female,67019,high school,4,swimming,2495,suburban,99,6,summer,0,0,0
61,female,39530,master,6,skiing,1320,rural,158,247,fall,0,0,1
35,male,82300,master,0,skiing,1821,urban,291,12,fall,0,1,0
42,male,77536,doctorate,1,hiking,2692,suburban,207,258,summer,0,0,1
46,female,106808,doctorate,6,sunbathing,3514,rural,111,109,winter,1,1,0
36,female,41471,bachelor,9,swimming,2391,suburban,129,124,summer,0,1,0
49,male,30023,bachelor,0,swimming,1493,suburban,25,202,winter,0,1,0
47,male,110473,high school,3,swimming,2216,rural,206,18,fall,0,0,0
48,non-binary,84431,master,6,hiking,530,suburban,296,48,fall,0,1,0
61,non-binary,61714,high school,5,sunbathing,4189,suburban,19,92,fall,0,0,0
27,non-binary,41857,master,3,swimming,4574,urban,164,227,spring,1,1,0
38,female,92302,doctorate,8,sunbathing,4957,rural,119,80,spring,0,1,0
30,non-binary,117400,bachelor,3,swimming,4114,urban,112,187,fall,1,0,0
29,non-binary,104301,master,8,skiing,3233,rural,67,207,fall,0,0,1
26,female,114399,doctorate,9,swimming,2649,suburban,80,135,fall,0,1,0
41,male,97715,high school,6,swimming,1153,suburban,254,179,summer,1,1,0
65,non-binary,77715,master,1,sunbathing,3496,suburban,282,259,fall,1,0,0
21,female,39899,high school,2,hiking,784,urban,59,136,winter,1,1,1
58,non-binary,38473,high school,7,skiing,1719,suburban,152,182,spring,0,1,1
65,female,31495,bachelor,4,sunbathing,3308,urban,160,35,winter,1,0,0
23,male,44456,bachelor,9,skiing,2195,rural,229,148,spring,0,1,0
24,non-binary,52424,doctorate,5,sunbathing,2979,urban,228,180,winter,1,1,0
67,non-binary,39195,high school,7,swimming,4203,suburban,41,41,summer,0,0,0
46,male,84527,high school,2,hiking,4676,rural,19,260,spring,1,1,1
23,male,40465,doctorate,9,swimming,1363,urban,26,26,summer,0,0,0
29,non-binary,25943,bachelor,7,swimming,4506,suburban,84,232,summer,0,1,0
53,non-binary,84120,bachelor,3,skiing,1841,suburban,287,255,spring,0,0,0
38,female,28457,high school,1,skiing,4304,suburban,9,293,winter,1,1,1
39,female,21290,bachelor,4,sunbathing,879,rural,41,98,fall,1,1,0
28,male,59185,doctorate,3,hiking,3091,suburban,240,84,fall,0,1,0
34,non-binary,57504,high school,5,hiking,3427,urban,30,180,spring,1,0,1
51,non-binary,119791,master,3,hiking,1772,urban,16,215,fall,1,1,1
67,male,61330,bachelor,8,sunbathing,2723,rural,191,155,summer,0,0,0
55,non-binary,97961,high school,9,swimming,2168,urban,116,133,spring,0,0,0
41,male,78046,master,3,skiing,4310,suburban,105,201,fall,0,0,1
40,male,66346,doctorate,4,swimming,3779,suburban,144,144,winter,0,1,0
51,male,65906,bachelor,0,sunbathing,3885,rural,107,12,spring,1,1,0
67,female,74356,bachelor,9,sunbathing,1180,suburban,137,245,spring,1,0,0
52,non-binary,84613,bachelor,8,skiing,2580,rural,269,23,summer,0,0,0
46,male,109561,high school,7,skiing,3777,suburban,266,88,summer,0,1,0
31,non-binary,103972,high school,1,sunbathing,3679,rural,45,269,fall,0,1,0
48,non-binary,21138,high school,9,sunbathing,3070,rural,243,61,winter,0,0,0
34,non-binary,107691,high school,0,hiking,3995,rural,107,198,winter,0,0,1
33,male,80038,doctorate,1,sunbathing,4550,rural,116,235,winter,0,0,0
67,female,75056,bachelor,2,swimming,1576,suburban,39,160,winter,0,1,0
66,non-binary,32008,doctorate,4,skiing,3815,rural,140,220,winter,0,0,1
19,male,80773,high school,0,skiing,1587,urban,281,207,winter,0,0,0
51,non-binary,93310,master,9,swimming,3680,urban,106,108,spring,0,0,0
40,non-binary,41838,bachelor,7,skiing,4821,rural,170,244,summer,0,0,1
41,male,44293,doctorate,6,swimming,3862,urban,105,266,spring,0,1,0
66,male,112935,bachelor,2,skiing,2230,rural,223,132,winter,0,1,0
46,non-binary,57605,high school,9,sunbathing,2512,rural,197,122,spring,0,0,0
35,non-binary,74813,bachelor,7,swimming,2954,suburban,63,44,summer,0,0,0
40,non-binary,61967,bachelor,9,swimming,2377,suburban,52,266,summer,0,0,0
22,male,31679,master,5,skiing,4574,rural,240,257,fall,0,0,1
67,female,52367,high school,4,sunbathing,3733,rural,185,117,summer,0,1,0
49,non-binary,85139,bachelor,8,skiing,3126,urban,101,292,fall,0,0,1
44,male,111041,doctorate,9,swimming,2822,suburban,50,296,fall,1,0,0
62,male,104126,high school,0,sunbathing,4518,rural,280,12,winter,1,1,0
42,non-binary,97193,high school,4,hiking,4110,urban,122,143,winter,1,0,1
18,female,80452,bachelor,6,skiing,1853,rural,143,163,winter,1,1,1
55,female,119332,bachelor,9,sunbathing,590,urban,205,168,summer,1,1,0
40,female,32060,master,7,skiing,3854,suburban,185,4,fall,0,1,0
32,non-binary,115552,bachelor,9,sunbathing,2240,rural,197,282,fall,0,1,0
49,male,63292,master,6,hiking,3282,rural,162,281,fall,0,1,1
43,non-binary,114003,high school,9,skiing,2168,rural,242,274,fall,0,0,1
43,male,20542,high school,1,swimming,4221,rural,193,36,fall,0,1,0
24,non-binary,104837,doctorate,2,hiking,4789,urban,266,88,winter,1,0,0
36,male,60268,master,3,sunbathing,3071,rural,33,126,fall,1,1,0
38,male,106015,doctorate,6,hiking,2384,suburban,284,170,fall,1,1,0
55,female,113200,high school,8,hiking,2350,rural,187,205,spring,1,1,1
35,female,60223,bachelor,6,sunbathing,1607,urban,19,33,fall,1,1,0
36,male,78089,bachelor,8,skiing,1448,rural,25,147,winter,1,0,1
21,female,40253,master,6,swimming,3471,urban,106,283,fall,1,1,0
63,female,50796,high school,8,swimming,1483,rural,35,219,winter,1,1,0
56,female,85628,bachelor,3,skiing,1345,rural,54,63,fall,1,0,1
62,non-binary,110621,bachelor,3,hiking,3926,urban,134,59,winter,0,1,0
54,male,65001,doctorate,0,swimming,3912,suburban,21,126,winter,1,1,0
24,non-binary,109693,bachelor,4,sunbathing,2989,urban,230,212,spring,1,0,0
28,female,38561,high school,7,swimming,3525,suburban,128,224,summer,1,1,0
51,male,111060,doctorate,6,swimming,3342,suburban,124,177,summer,1,1,0
23,non-binary,50721,bachelor,8,swimming,2201,suburban,260,228,spring,0,1,0
29,male,66673,bachelor,5,hiking,891,urban,12,78,spring,1,1,1
36,female,95397,high school,9,skiing,765,suburban,35,85,spring,1,1,1
34,male,100519,high school,8,hiking,4656,suburban,198,46,spring,0,1,0
48,non-binary,44532,master,4,swimming,3497,suburban,253,46,spring,1,1,0
51,non-binary,86238,master,6,skiing,4602,rural,124,222,summer,0,0,1
60,non-binary,53178,high school,1,sunbathing,4306,rural,62,241,winter,0,1,0
38,non-binary,22063,master,6,swimming,3175,urban,215,182,winter,1,0,0
24,male,55022,bachelor,3,sunbathing,1135,rural,206,184,fall,0,1,0
36,non-binary,56090,high school,0,sunbathing,3006,rural,38,237,fall,1,1,0
39,non-binary,64297,doctorate,0,skiing,2906,suburban,220,157,fall,1,1,0
42,non-binary,41698,high school,0,sunbathing,2135,rural,210,96,summer,0,1,0
67,non-binary,23212,master,4,sunbathing,2414,suburban,188,6,summer,0,0,0
43,non-binary,57926,bachelor,8,skiing,3498,rural,240,92,fall,1,0,0
22,male,76479,bachelor,5,swimming,4195,rural,41,142,winter,0,0,0
43,female,49242,doctorate,5,skiing,1520,rural,67,250,spring,0,0,1
63,non-binary,23758,doctorate,9,sunbathing,4665,urban,222,237,spring,0,1,0
46,non-binary,61672,bachelor,7,skiing,1480,rural,227,47,summer,1,0,0
19,female,77529,high school,5,sunbathing,716,rural,55,271,spring,1,0,0
19,female,118765,doctorate,5,swimming,1928,suburban,158,186,summer,0,0,0
55,non-binary,80465,master,6,skiing,2457,suburban,220,115,fall,1,0,0
35,female,21062,doctorate,8,sunbathing,1245,urban,41,152,spring,0,0,0
66,female,54498,high school,3,swimming,2214,suburban,162,259,fall,0,0,0
50,male,90557,master,8,hiking,3080,suburban,298,197,fall,1,1,0
49,female,99672,bachelor,2,hiking,2788,rural,2,169,spring,0,0,1
34,male,25194,high school,6,hiking,2376,urban,202,206,winter,0,1,1
26,female,105548,master,3,swimming,4729,suburban,150,4,winter,1,1,0
59,non-binary,98845,doctorate,1,hiking,3164,urban,114,194,spring,0,0,1
68,male,53548,master,8,sunbathing,4637,rural,32,20,winter,1,0,0
60,male,81359,high school,1,swimming,3074,suburban,253,115,summer,1,0,0
51,non-binary,90862,high school,9,sunbathing,4749,suburban,41,211,winter,0,0,0
49,male,93135,doctorate,6,swimming,1712,suburban,236,272,spring,1,0,0
67,non-binary,55608,bachelor,0,sunbathing,759,urban,51,25,fall,1,1,0
55,female,42591,master,8,swimming,1296,suburban,185,230,summer,0,1,0
21,male,107973,master,7,swimming,3211,urban,296,83,fall,0,0,0
23,male,46512,bachelor,6,sunbathing,2524,rural,258,39,spring,1,0,0
62,male,28469,master,6,skiing,560,urban,41,8,fall,1,0,0
63,male,45928,high school,9,sunbathing,964,suburban,220,200,spring,0,1,0
20,female,71667,bachelor,1,skiing,4280,urban,167,291,spring,1,0,1
25,non-binary,50154,bachelor,5,skiing,1286,suburban,22,221,summer,1,0,1
43,male,119385,bachelor,9,skiing,742,suburban,115,280,summer,0,0,1
37,non-binary,67290,doctorate,1,skiing,3915,rural,210,170,winter,1,1,0
51,female,104909,doctorate,8,hiking,3085,urban,7,248,winter,0,0,1
46,female,87965,doctorate,4,sunbathing,1473,urban,72,112,fall,1,1,0
46,male,35823,bachelor,6,swimming,3158,suburban,277,40,winter,0,1,0
29,female,82352,high school,4,sunbathing,2015,urban,177,98,spring,0,0,0
26,male,35111,bachelor,7,skiing,3484,suburban,218,38,winter,0,0,0
57,non-binary,78244,high school,7,skiing,4161,rural,65,291,winter,1,0,1
64,female,30822,master,0,hiking,4017,rural,189,109,winter,0,1,0
32,non-binary,96704,high school,0,sunbathing,4610,urban,290,216,winter,0,0,0
43,female,49654,bachelor,7,hiking,3936,urban,173,212,spring,1,0,1
38,non-binary,28094,doctorate,0,skiing,2933,suburban,37,174,winter,1,0,1
39,non-binary,38069,master,1,skiing,3061,rural,17,84,summer,1,1,1
49,male,51644,bachelor,3,swimming,2965,urban,204,262,winter,1,1,0
52,non-binary,96867,bachelor,5,hiking,2133,urban,223,47,winter,0,1,0
47,male,22075,doctorate,6,skiing,2456,suburban,151,198,spring,0,0,1
57,male,62437,high school,9,swimming,3229,rural,244,97,spring,1,1,0
69,female,44427,bachelor,0,swimming,4202,urban,266,148,fall,1,0,0
33,female,49414,doctorate,9,swimming,1213,suburban,61,77,fall,1,1,0
36,male,88807,high school,4,hiking,4638,urban,278,204,spring,0,0,0
57,non-binary,110901,bachelor,5,hiking,2338,rural,244,52,winter,1,1,0
66,non-binary,101584,bachelor,8,hiking,2592,urban,183,271,summer,1,0,1
65,non-binary,86504,doctorate,1,swimming,2060,suburban,103,152,fall,0,0,0
67,non-binary,86974,high school,0,swimming,4664,suburban,90,224,spring,1,0,0
65,non-binary,51264,high school,6,sunbathing,2377,suburban,129,148,summer,0,0,0
62,female,36534,doctorate,2,hiking,4993,urban,80,14,summer,0,1,0
49,male,75757,high school,8,swimming,4309,rural,40,270,fall,0,1,0
54,non-binary,33734,master,0,swimming,840,suburban,79,67,summer,1,1,0
65,female,39765,high school,9,swimming,4356,suburban,19,146,summer,1,0,0
31,female,20484,doctorate,6,sunbathing,1161,rural,5,287,spring,0,0,0
35,male,60316,bachelor,1,skiing,1384,urban,132,142,spring,1,1,1
25,male,37053,doctorate,6,hiking,2512,suburban,105,276,winter,1,1,1
23,female,24130,bachelor,5,swimming,3421,suburban,150,94,spring,1,0,0
28,female,105027,bachelor,3,sunbathing,2316,urban,86,220,summer,1,0,0
18,female,92635,bachelor,0,sunbathing,4076,urban,218,145,summer,0,0,0
54,non-binary,86278,master,8,swimming,1585,suburban,292,241,spring,1,1,0
39,female,93872,doctorate,5,swimming,2608,urban,184,216,winter,0,1,0
65,non-binary,87936,doctorate,8,hiking,2656,suburban,130,162,summer,1,0,1
47,female,117620,high school,1,skiing,4818,suburban,241,106,fall,1,1,0
60,male,114022,doctorate,8,swimming,3531,rural,130,104,summer,1,1,0
53,male,108121,doctorate,3,hiking,2343,suburban,290,180,summer,0,0,0
41,male,47217,master,0,skiing,2798,rural,99,226,fall,0,0,1
55,non-binary,35310,doctorate,8,skiing,2386,suburban,27,207,winter,1,1,1
55,non-binary,42386,doctorate,7,sunbathing,4778,suburban,205,146,summer,1,0,0
25,non-binary,59966,bachelor,6,hiking,2566,rural,219,30,fall,0,1,0
55,female,62044,high school,0,hiking,945,urban,156,101,spring,0,0,0
27,non-binary,63307,master,7,hiking,2988,rural,52,296,spring,1,0,1
59,male,26288,doctorate,6,sunbathing,2822,suburban,270,2,summer,0,1,0
25,female,52880,bachelor,5,swimming,3750,urban,260,254,summer,0,0,0
47,female,87499,doctorate,3,skiing,2166,suburban,238,171,summer,1,0,0
23,non-binary,90722,bachelor,2,sunbathing,1921,urban,97,31,spring,1,0,0
21,non-binary,53029,doctorate,6,hiking,4133,suburban,4,77,spring,1,0,1
52,female,68523,doctorate,1,swimming,504,suburban,256,247,summer,0,0,0
23,non-binary,48587,doctorate,6,hiking,4056,urban,142,123,spring,1,1,0
38,male,49881,doctorate,7,skiing,3719,suburban,267,87,fall,0,1,0
29,non-binary,68630,bachelor,4,skiing,2639,suburban,168,115,spring,1,1,0
19,non-binary,57479,doctorate,6,sunbathing,3593,rural,256,241,winter,1,0,0
23,male,81178,doctorate,7,swimming,2117,suburban,202,273,spring,1,1,0
43,non-binary,43377,doctorate,3,swimming,4038,suburban,198,127,winter,0,1,0
41,female,67867,master,4,swimming,1425,suburban,143,182,summer,1,1,0
58,non-binary,87899,doctorate,9,hiking,1015,urban,186,203,summer,0,0,1
56,male,106365,high school,2,skiing,1604,rural,264,182,spring,0,1,0
18,non-binary,100550,bachelor,3,skiing,2477,rural,208,233,summer,1,1,1
30,female,108602,bachelor,8,swimming,1949,rural,48,131,fall,0,0,0
37,male,27568,bachelor,3,swimming,4371,urban,77,233,winter,0,0,0
54,male,49872,bachelor,6,sunbathing,1216,rural,274,48,spring,0,1,0
65,male,116656,doctorate,7,swimming,4731,rural,262,192,winter,1,0,0
21,non-binary,34990,high school,6,sunbathing,1329,suburban,13,70,fall,0,0,0
66,male,40579,high school,4,swimming,1899,urban,205,252,winter,1,1,0
66,female,115176,master,4,swimming,4534,urban,81,15,winter,0,0,0
41,female,109697,master,1,hiking,3418,rural,200,26,fall,1,0,0
55,non-binary,119815,high school,8,hiking,3884,urban,280,136,summer,1,0,0
60,non-binary,30185,high school,3,hiking,907,urban,20,78,summer,0,1,1
57,male,111352,master,8,hiking,4488,rural,221,167,summer,0,0,0
32,female,35849,bachelor,3,sunbathing,4562,suburban,160,86,winter,0,1,0
35,female,23097,doctorate,6,skiing,1536,urban,194,54,summer,1,1,0
60,non-binary,118397,doctorate,1,swimming,1338,suburban,229,152,spring,1,0,0
42,non-binary,78539,doctorate,9,swimming,3373,suburban,291,154,spring,1,0,0
50,male,32199,master,7,sunbathing,539,rural,20,51,fall,1,0,0
66,non-binary,78057,master,2,sunbathing,3565,urban,45,255,summer,0,1,0
38,non-binary,45793,high school,7,skiing,724,urban,250,40,spring,0,1,0
65,non-binary,51120,high school,1,swimming,659,urban,183,14,winter,1,0,0
21,female,48400,bachelor,7,sunbathing,4245,suburban,16,90,spring,1,0,0
51,male,90606,doctorate,8,hiking,2465,suburban,216,267,spring,1,0,1
27,male,88331,bachelor,4,swimming,1245,rural,188,72,spring,1,0,0
24,male,107526,master,3,swimming,1196,rural,230,31,winter,0,0,0
28,female,83866,high school,1,swimming,4264,rural,244,213,winter,0,1,0
41,non-binary,52192,bachelor,4,sunbathing,1570,suburban,207,130,winter,0,0,0
29,male,93631,master,5,swimming,2714,suburban,225,160,fall,0,1,0
39,male,82155,high school,3,sunbathing,2616,rural,96,13,summer,1,1,0
25,female,89371,doctorate,6,swimming,1589,urban,241,84,spring,1,1,0
55,male,33405,doctorate,6,hiking,1614,rural,150,127,fall,0,0,0
35,male,79981,doctorate,7,swimming,4734,suburban,296,260,summer,1,0,0
18,female,37339,master,6,sunbathing,2269,urban,155,135,spring,0,0,0
44,male,31665,high school,7,skiing,4388,suburban,134,135,spring,1,0,1
25,female,24304,master,1,skiing,1325,rural,115,6,summer,1,1,0
59,non-binary,88280,doctorate,4,skiing,4839,suburban,215,200,winter,1,1,0
41,non-binary,111858,bachelor,6,swimming,4439,urban,62,138,spring,1,0,0
21,female,70695,doctorate,0,swimming,4585,rural,192,261,fall,1,0,0
24,male,65167,high school,5,skiing,538,rural,47,248,spring,0,1,1
45,female,38605,doctorate,1,hiking,2341,suburban,262,266,spring,0,1,1
26,female,64214,bachelor,6,skiing,4602,urban,217,226,summer,1,0,1
59,male,90609,high school,1,swimming,1634,rural,202,90,fall,1,1,0
58,female,44691,doctorate,6,skiing,3012,suburban,256,146,summer,1,1,0
28,male,26868,high school,1,sunbathing,667,suburban,62,253,winter,1,1,0
30,male,103411,bachelor,1,skiing,1074,rural,221,150,summer,0,0,0
54,male,58987,doctorate,9,sunbathing,776,urban,156,66,winter,1,1,0
60,non-binary,66433,high school,6,swimming,1897,rural,58,159,winter,1,1,0
53,male,110414,high school,1,hiking,2718,rural,186,73,summer,0,0,0
53,non-binary,72511,master,0,sunbathing,1072,suburban,74,242,spring,0,1,0
65,male,33965,high school,9,swimming,3250,rural,24,223,spring,1,0,0
58,female,69348,master,6,hiking,1387,urban,118,173,spring,1,1,1
48,female,110454,doctorate,3,swimming,4582,urban,193,297,winter,1,0,0
42,non-binary,79166,master,7,swimming,1954,suburban,110,22,spring,0,1,0
32,female,64700,doctorate,0,sunbathing,3577,suburban,286,34,winter,1,0,0
35,non-binary,77412,bachelor,5,swimming,3873,rural,287,12,summer,0,0,0
31,female,51195,high school,2,skiing,4400,rural,68,230,winter,0,0,1
51,male,109931,high school,9,sunbathing,3707,urban,101,77,fall,0,0,0
30,female,117725,bachelor,7,hiking,1028,rural,28,95,winter,0,0,1
60,female,41651,bachelor,7,hiking,4147,urban,295,152,summer,1,0,0
48,non-binary,53906,master,7,hiking,1854,urban,8,136,summer,1,1,1
62,male,73258,master,2,sunbathing,1268,urban,241,176,fall,1,1,0
24,male,115740,doctorate,4,hiking,1913,urban,40,171,winter,1,0,1
18,female,74762,high school,0,sunbathing,638,rural,167,262,summer,1,0,0
18,female,81740,master,0,skiing,1679,urban,275,216,summer,1,1,0
65,male,48389,bachelor,7,swimming,2089,rural,19,232,summer,1,1,0
33,female,97543,bachelor,1,skiing,2655,suburban,40,163,summer,0,1,1
60,female,87982,doctorate,9,sunbathing,2829,suburban,186,65,spring,0,1,0
36,female,69169,high school,2,skiing,2388,urban,141,8,summer,0,1,0
42,male,52590,master,4,swimming,2979,suburban,125,224,summer,1,0,0
19,female,44912,doctorate,3,sunbathing,920,urban,216,168,winter,1,0,0
54,female,79122,master,5,skiing,3732,suburban,85,276,fall,0,1,1
48,male,93057,master,4,swimming,2109,suburban,21,261,summer,0,0,0
30,female,119982,doctorate,9,sunbathing,2964,urban,42,12,winter,0,0,0
42,non-binary,88956,bachelor,4,sunbathing,3797,urban,172,5,fall,0,1,0
28,female,68794,doctorate,9,skiing,4563,suburban,241,142,summer,1,1,0
